account_no,customer_name,dob,address,tax_id,txn_date,txn_id,txn_type,mode,amount,counterparty,transaction_memo
90572286434,Rahul Jain,1994-01-11,"563 High St, Bangalore, KA, 560001",PAN8506B,2023-10-15,0E12A899133C,CREDIT,NEFT,7782.12,Employer / Salary,Salary
69804455360,Rohan Taylor,1984-03-14,"248 High St, New York, NY, 10001",PAN5394D,2023-10-15,A58C4D567587,DEBIT,POS,1045.03,Amazon,Shopping
98003483004,Vikram Brown,1984-10-24,"571 Park Ave, New York, NY, 10001",PAN1088D,2023-10-15,637A2DEE3701,CREDIT,NEFT,20751.04,Employer / Salary,Salary
52267998461,John Smith,1966-01-16,"456 MG Road, New York, NY, 10001",PAN2705E,2023-10-15,1961035979CD,CREDIT,NEFT,21917.92,Employer / Salary,Salary
80583668037,Pooja Smith,1964-03-10,"219 High St, Bangalore, KA, 560001",PAN3422E,2023-10-15,FB9A4AF75976,CREDIT,NEFT,13823.45,Employer / Salary,Salary
45334322348,Karan Verma,1971-09-10,"984 High St, London, UK, EC1A 1BB",PAN7344B,2023-10-15,938D130A511A,DEBIT,POS,10474.02,Amazon,Shopping
81329539066,David Doe,1967-03-26,"445 Park Ave, Bangalore, KA, 560001",PAN5000A,2023-10-15,43C7736666DC,DEBIT,POS,3842.92,Amazon,Shopping
80330286380,David Jain,1991-03-23,"848 Main St, Delhi, DL, 110001",PAN5683C,2023-10-15,BD52EFE56ED6,DEBIT,POS,6876.43,Amazon,Shopping
45712503172,Emma Smith,1959-06-28,"846 Park Ave, Mumbai, MH, 400001",PAN8778D,2023-10-15,8F95310BDD6D,CREDIT,NEFT,21957.67,Employer / Salary,Salary
54884929551,Sneha Doe,1998-03-09,"467 Park Ave, New York, NY, 10001",PAN8185D,2023-10-16,6B244F3F4B35,DEBIT,SWIFT,590000.0,SHELL CORP 3 (Cayman Islands),Logistics Services
80583668037,Pooja Smith,1964-03-10,"219 High St, Bangalore, KA, 560001",PAN3422E,2023-10-16,1139976B7E7A,DEBIT,POS,2980.77,Amazon,Shopping
10757283255,Rahul Smith,1998-07-09,"289 MG Road, Delhi, DL, 110001",PAN8763C,2023-10-16,36B38E072FBF,DEBIT,POS,3495.43,Amazon,Shopping
54884929551,Sneha Doe,1998-03-09,"467 Park Ave, New York, NY, 10001",PAN8185D,2023-10-16,D4723E23ED2D,DEBIT,SWIFT,590000.0,SHELL CORP 1 (Cayman Islands),Logistics Services
56847251402,Sneha Verma,1979-11-23,"441 Park Ave, Mumbai, MH, 400001",PAN1501B,2023-10-16,445EE34299DC,CREDIT,NEFT,33910.29,Employer / Salary,Salary
88372399312,Anjali Brown,1971-11-28,"850 High St, Bangalore, KA, 560001",PAN4990D,2023-10-16,DD9E1C9EF7D8,DEBIT,POS,1649.51,Amazon,Shopping
74212078458,Vikram Patel,1980-01-20,"752 Main St, London, UK, EC1A 1BB",PAN6821D,2023-10-16,0715FD26D263,CREDIT,NEFT,23814.01,Employer / Salary,Salary
18634233392,John Johnson,1977-01-18,"223 Main St, London, UK, EC1A 1BB",PAN7462A,2023-10-16,AECB1C1F900D,CREDIT,NEFT,6742.4,Employer / Salary,Salary
84286033961,John Taylor,1965-05-18,"841 MG Road, Bangalore, KA, 560001",PAN4969D,2023-10-16,44B81A15AE9B,CREDIT,NEFT,26753.53,Employer / Salary,Salary
23878170594,Priya Doe,1961-05-15,"822 Main St, New York, NY, 10001",PAN7763E,2023-10-16,FCEF76A4B187,CREDIT,NEFT,8241.42,Employer / Salary,Salary
78560339461,Neha Mehta,1961-12-16,"393 MG Road, Delhi, DL, 110001",PAN2009A,2023-10-16,351F5E1D5615,CREDIT,NEFT,25344.62,Employer / Salary,Salary
16978135670,Sarah Johnson,1970-09-20,"81 Park Ave, New York, NY, 10001",PAN8594C,2023-10-16,CDB4064A1EDB,DEBIT,POS,9204.66,Amazon,Shopping
54884929551,Sneha Doe,1998-03-09,"467 Park Ave, New York, NY, 10001",PAN8185D,2023-10-16,03BF2D93A303,DEBIT,SWIFT,590000.0,SHELL CORP 2 (Cayman Islands),Logistics Services
54884929551,Sneha Doe,1998-03-09,"467 Park Ave, New York, NY, 10001",PAN8185D,2023-10-16,F5C0465AC413,DEBIT,SWIFT,590000.0,SHELL CORP 4 (Cayman Islands),Logistics Services
75000099430,Pooja Gupta,1961-07-24,"467 MG Road, New York, NY, 10001",PAN2512C,2023-10-16,F40604D5386F,DEBIT,POS,8232.27,Amazon,Shopping
68892713352,John Singh,1977-08-11,"980 Main St, Mumbai, MH, 400001",PAN7057B,2023-10-16,3A9F2E9D2044,CREDIT,NEFT,20156.18,Employer / Salary,Salary
23760786709,Pooja Smith,1995-12-25,"308 Main St, New York, NY, 10001",PAN6248E,2023-10-16,2E6EF3553E71,DEBIT,POS,14974.21,Amazon,Shopping
46807880988,David Doe,1951-02-22,"330 Main St, Bangalore, KA, 560001",PAN5379B,2023-10-16,EBDAF0B837FD,CREDIT,NEFT,16673.92,Employer / Salary,Salary
98003483004,Vikram Brown,1984-10-24,"571 Park Ave, New York, NY, 10001",PAN1088D,2023-10-16,ABEC57E64983,CREDIT,NEFT,6145.19,Employer / Salary,Salary
20994992968,Pooja Taylor,1976-11-28,"103 High St, New York, NY, 10001",PAN9782C,2023-10-16,B55DBDEA2893,DEBIT,POS,5708.23,Amazon,Shopping
42035385933,Rahul Doe,1971-03-01,"877 MG Road, Bangalore, KA, 560001",PAN4352A,2023-10-16,3D5AE4E59593,CREDIT,NEFT,5106.28,Employer / Salary,Salary
19487935036,John Sharma,1981-02-18,"216 Park Ave, Mumbai, MH, 400001",PAN9734A,2023-10-16,47B667E0E038,DEBIT,POS,4281.44,Amazon,Shopping
88372399312,Anjali Brown,1971-11-28,"850 High St, Bangalore, KA, 560001",PAN4990D,2023-10-16,6E31C9210949,CREDIT,NEFT,28184.48,Employer / Salary,Salary
51928945157,Rohan Taylor,1995-02-16,"162 Park Ave, Mumbai, MH, 400001",PAN8925A,2023-10-16,5970B78B414C,CREDIT,NEFT,11361.48,Employer / Salary,Salary
74212078458,Vikram Patel,1980-01-20,"752 Main St, London, UK, EC1A 1BB",PAN6821D,2023-10-16,0C8B8FB66599,CREDIT,NEFT,15460.62,Employer / Salary,Salary
72764946459,John Mehta,1962-07-09,"538 High St, Mumbai, MH, 400001",PAN2928E,2023-10-16,6B923BA7675B,DEBIT,POS,4055.56,Amazon,Shopping
87073586854,Vikram Smith,1969-06-24,"229 MG Road, Bangalore, KA, 560001",PAN8845D,2023-10-16,4D539C976819,DEBIT,POS,537.53,Amazon,Shopping
28959444719,Neha Brown,2000-02-09,"866 High St, Mumbai, MH, 400001",PAN7064A,2023-10-16,FEB2AB03AFCD,CREDIT,NEFT,30683.88,Employer / Salary,Salary
52267998461,John Smith,1966-01-16,"456 MG Road, New York, NY, 10001",PAN2705E,2023-10-16,D93CC8654111,CREDIT,NEFT,5186.15,Employer / Salary,Salary
54884929551,Sneha Doe,1998-03-09,"467 Park Ave, New York, NY, 10001",PAN8185D,2023-10-16,FF9EB3E85A43,DEBIT,SWIFT,590000.0,SHELL CORP 0 (Cayman Islands),Logistics Services
17906362380,Anjali Singh,1961-02-21,"675 High St, Delhi, DL, 110001",PAN8219D,2023-10-16,9D95E4290F4A,CREDIT,NEFT,9932.55,Employer / Salary,Salary
65014010617,Karan Patel,1975-03-19,"134 MG Road, Bangalore, KA, 560001",PAN4209D,2023-10-16,11AE4A430962,CREDIT,NEFT,22242.17,Employer / Salary,Salary
74511864590,Emma Johnson,1950-08-20,"847 High St, Delhi, DL, 110001",PAN3558A,2023-10-16,BEE743B02B1C,CREDIT,NEFT,21092.93,Employer / Salary,Salary
75000099430,Pooja Gupta,1961-07-24,"467 MG Road, New York, NY, 10001",PAN2512C,2023-10-17,AE4E876E7677,DEBIT,POS,12792.17,Amazon,Shopping
16804367297,Pooja Doe,1998-12-04,"889 High St, New York, NY, 10001",PAN2260E,2023-10-17,C5BD937D4A62,CREDIT,NEFT,21882.75,Employer / Salary,Salary
51408605578,David Johnson,1970-01-05,"579 Park Ave, Bangalore, KA, 560001",PAN4083E,2023-10-17,3D16EE66909C,CREDIT,NEFT,10382.24,Employer / Salary,Salary
50234132436,David Singh,1984-07-19,"561 MG Road, New York, NY, 10001",PAN2179A,2023-10-17,10865D84C9B4,DEBIT,POS,533.79,Amazon,Shopping
84286033961,John Taylor,1965-05-18,"841 MG Road, Bangalore, KA, 560001",PAN4969D,2023-10-17,6B5CAE764E52,CREDIT,NEFT,19510.68,Employer / Salary,Salary
72943537134,Rahul Patel,1998-08-07,"330 MG Road, Delhi, DL, 110001",PAN6497D,2023-10-17,6AE3178A2F49,DEBIT,POS,11859.18,Amazon,Shopping
78606049757,Karan Mehta,1998-02-21,"306 High St, Mumbai, MH, 400001",PAN1332D,2023-10-17,41815231A1D3,CREDIT,NEFT,22875.56,Employer / Salary,Salary
59506668561,Rohan Johnson,1962-02-26,"342 MG Road, Mumbai, MH, 400001",PAN6422D,2023-10-17,6C053FFE4F6C,CREDIT,NEFT,30919.22,Employer / Salary,Salary
21858846381,Pooja Taylor,1967-02-13,"903 High St, New York, NY, 10001",PAN9349A,2023-10-17,E939A7883A3C,CREDIT,NEFT,31503.78,Employer / Salary,Salary
15888736841,Rohan Gupta,1985-04-03,"186 MG Road, Delhi, DL, 110001",PAN9057E,2023-10-17,E38D326F8CB7,CREDIT,NEFT,7901.03,Employer / Salary,Salary
74212078458,Vikram Patel,1980-01-20,"752 Main St, London, UK, EC1A 1BB",PAN6821D,2023-10-17,DA9C8EC2B485,CREDIT,NEFT,31585.01,Employer / Salary,Salary
18634233392,John Johnson,1977-01-18,"223 Main St, London, UK, EC1A 1BB",PAN7462A,2023-10-17,23B114781409,DEBIT,POS,14907.91,Amazon,Shopping
62586375682,Anjali Brown,1973-06-23,"270 MG Road, Delhi, DL, 110001",PAN1838A,2023-10-17,07F7CE8BEB0B,CREDIT,NEFT,4476.29,Employer / Salary,Salary
81329539066,David Doe,1967-03-26,"445 Park Ave, Bangalore, KA, 560001",PAN5000A,2023-10-17,2567B5FCDCA1,DEBIT,POS,10415.15,Amazon,Shopping
11860997897,Amit Singh,1993-11-16,"118 MG Road, London, UK, EC1A 1BB",PAN1977D,2023-10-17,6F80127700AA,DEBIT,POS,12668.55,Amazon,Shopping
17292873443,Rohan Sharma,1981-02-25,"153 High St, New York, NY, 10001",PAN6178D,2023-10-17,A97DC5F8A390,DEBIT,POS,7779.31,Amazon,Shopping
85792174432,Pooja Johnson,1984-10-21,"146 Main St, New York, NY, 10001",PAN4632D,2023-10-17,47EFC23E423D,DEBIT,POS,7813.2,Amazon,Shopping
89297439330,David Mehta,1965-09-23,"620 Main St, Mumbai, MH, 400001",PAN7508B,2023-10-18,6517F6CF4F7C,CREDIT,NEFT,17235.26,Employer / Salary,Salary
15423350995,Sneha Sharma,1975-03-13,"788 High St, Delhi, DL, 110001",PAN4344B,2023-10-18,98B0524E4D1D,DEBIT,POS,9133.62,Amazon,Shopping
84547616074,John Mehta,1976-11-20,"149 High St, New York, NY, 10001",PAN1582D,2023-10-18,7D06A2C0D131,DEBIT,POS,10350.39,Amazon,Shopping
38657767535,David Kumar,1986-10-10,"253 MG Road, Delhi, DL, 110001",PAN2032A,2023-10-18,F3F2BF7EA91E,DEBIT,POS,10224.2,Amazon,Shopping
51928945157,Rohan Taylor,1995-02-16,"162 Park Ave, Mumbai, MH, 400001",PAN8925A,2023-10-18,39BD4CE222B4,DEBIT,POS,2707.53,Amazon,Shopping
76410032652,Anjali Kumar,1998-08-07,"548 Main St, Mumbai, MH, 400001",PAN3436D,2023-10-18,75313ED94C87,CREDIT,NEFT,2293.37,Employer / Salary,Salary
74594585356,Michael Doe,1984-12-22,"639 Main St, Mumbai, MH, 400001",PAN1830C,2023-10-18,31996D16D4FE,CREDIT,NEFT,4158.41,Employer / Salary,Salary
80052658840,John Patel,1962-04-09,"119 MG Road, London, UK, EC1A 1BB",PAN1711C,2023-10-18,3362E27B9FC0,DEBIT,POS,4662.81,Amazon,Shopping
56072115380,John Sharma,1964-05-09,"935 Main St, Bangalore, KA, 560001",PAN1745B,2023-10-18,793BBEBE9590,CREDIT,NEFT,34552.01,Employer / Salary,Salary
72764946459,John Mehta,1962-07-09,"538 High St, Mumbai, MH, 400001",PAN2928E,2023-10-18,4EC495F2C97C,DEBIT,POS,11393.83,Amazon,Shopping
93401732918,Karan Taylor,1992-03-25,"153 Park Ave, New York, NY, 10001",PAN2492A,2023-10-18,F4D39CEC8587,CREDIT,NEFT,33978.24,Employer / Salary,Salary
60893495800,Neha Verma,1971-09-05,"373 Park Ave, Mumbai, MH, 400001",PAN2472E,2023-10-18,315FB3CA4851,CREDIT,NEFT,20868.66,Employer / Salary,Salary
85792174432,Pooja Johnson,1984-10-21,"146 Main St, New York, NY, 10001",PAN4632D,2023-10-18,2E0BE6461A62,CREDIT,NEFT,3490.47,Employer / Salary,Salary
54789362237,Vikram Sharma,1994-01-15,"136 MG Road, Mumbai, MH, 400001",PAN5415C,2023-10-18,A15435E45052,DEBIT,POS,14331.83,Amazon,Shopping
62586375682,Anjali Brown,1973-06-23,"270 MG Road, Delhi, DL, 110001",PAN1838A,2023-10-18,E3DAEAE6C787,CREDIT,NEFT,7342.51,Employer / Salary,Salary
60893495800,Neha Verma,1971-09-05,"373 Park Ave, Mumbai, MH, 400001",PAN2472E,2023-10-18,211A0B3492F9,CREDIT,NEFT,8625.09,Employer / Salary,Salary
17906362380,Anjali Singh,1961-02-21,"675 High St, Delhi, DL, 110001",PAN8219D,2023-10-18,49FFE9676E78,CREDIT,NEFT,23034.67,Employer / Salary,Salary
72764946459,John Mehta,1962-07-09,"538 High St, Mumbai, MH, 400001",PAN2928E,2023-10-19,A90BEE44015C,DEBIT,POS,8737.61,Amazon,Shopping
81172125330,Rohan Verma,1958-09-05,"425 Park Ave, Bangalore, KA, 560001",PAN8394D,2023-10-19,5DD8BF94D8DB,DEBIT,POS,8558.87,Amazon,Shopping
66664912329,Emma Kumar,1974-09-03,"342 MG Road, Delhi, DL, 110001",PAN9958B,2023-10-19,9C5C093F5811,CREDIT,NEFT,34364.21,Employer / Salary,Salary
65923802905,Karan Kumar,1977-01-13,"52 Main St, Mumbai, MH, 400001",PAN7114B,2023-10-19,44FCD9DDFAF1,CREDIT,NEFT,1206.4,Employer / Salary,Salary
98003483004,Vikram Brown,1984-10-24,"571 Park Ave, New York, NY, 10001",PAN1088D,2023-10-19,5F7124D11044,CREDIT,NEFT,2671.9,Employer / Salary,Salary
35447120237,Neha Doe,1965-07-20,"861 High St, London, UK, EC1A 1BB",PAN7836E,2023-10-19,674C62CE4AFE,DEBIT,POS,10004.93,Amazon,Shopping
51408605578,David Johnson,1970-01-05,"579 Park Ave, Bangalore, KA, 560001",PAN4083E,2023-10-19,93DDC87E648F,CREDIT,NEFT,13481.64,Employer / Salary,Salary
74594585356,Michael Doe,1984-12-22,"639 Main St, Mumbai, MH, 400001",PAN1830C,2023-10-19,D63E50AF7395,DEBIT,POS,10103.19,Amazon,Shopping
90572286434,Rahul Jain,1994-01-11,"563 High St, Bangalore, KA, 560001",PAN8506B,2023-10-19,4BA7357023BD,DEBIT,POS,5420.23,Amazon,Shopping
97733443388,David Brown,1972-10-24,"231 Main St, Mumbai, MH, 400001",PAN2683A,2023-10-19,A63846015087,DEBIT,POS,2246.21,Amazon,Shopping
65014010617,Karan Patel,1975-03-19,"134 MG Road, Bangalore, KA, 560001",PAN4209D,2023-10-19,30C6D3460006,CREDIT,NEFT,29191.67,Employer / Salary,Salary
97030995635,Pooja Kumar,1961-05-15,"40 High St, Mumbai, MH, 400001",PAN6651D,2023-10-19,BCBA5F2ACC11,CREDIT,NEFT,24499.91,Employer / Salary,Salary
93831496319,Priya Singh,1994-08-04,"559 Main St, London, UK, EC1A 1BB",PAN6436C,2023-10-19,670C69C06099,DEBIT,POS,3069.18,Amazon,Shopping
66072419808,Amit Taylor,1958-06-08,"653 Park Ave, Bangalore, KA, 560001",PAN1176A,2023-10-19,DF54C5C43EA0,DEBIT,POS,2309.42,Amazon,Shopping
68892713352,John Singh,1977-08-11,"980 Main St, Mumbai, MH, 400001",PAN7057B,2023-10-19,3DE79322044D,DEBIT,POS,14539.68,Amazon,Shopping
76410032652,Anjali Kumar,1998-08-07,"548 Main St, Mumbai, MH, 400001",PAN3436D,2023-10-19,B73BAA7B6B80,DEBIT,POS,9961.13,Amazon,Shopping
72943537134,Rahul Patel,1998-08-07,"330 MG Road, Delhi, DL, 110001",PAN6497D,2023-10-19,6171C2B569C2,DEBIT,POS,11610.11,Amazon,Shopping
33952148511,Rahul Mehta,1996-08-17,"45 Park Ave, Bangalore, KA, 560001",PAN1721B,2023-10-19,B09E46C9BC6C,DEBIT,POS,5534.83,Amazon,Shopping
81172125330,Rohan Verma,1958-09-05,"425 Park Ave, Bangalore, KA, 560001",PAN8394D,2023-10-19,BBA992A7EA3A,CREDIT,NEFT,33233.53,Employer / Salary,Salary
50946235198,Vikram Verma,1978-02-20,"551 High St, Bangalore, KA, 560001",PAN3935A,2023-10-19,CA71BED26A83,DEBIT,POS,5457.12,Amazon,Shopping
26899345501,Sarah Verma,1975-06-16,"691 High St, London, UK, EC1A 1BB",PAN5595E,2023-10-19,8A47BF9A4CC3,CREDIT,NEFT,30556.66,Employer / Salary,Salary
49843457405,Rohan Sharma,1974-04-27,"231 Park Ave, Bangalore, KA, 560001",PAN6734B,2023-10-19,2989183EA180,CREDIT,NEFT,27441.65,Employer / Salary,Salary
97030995635,Pooja Kumar,1961-05-15,"40 High St, Mumbai, MH, 400001",PAN6651D,2023-10-19,2DE554C53A00,DEBIT,POS,6159.21,Amazon,Shopping
43331834024,Amit Kumar,1982-09-07,"449 High St, Bangalore, KA, 560001",PAN3595B,2023-10-19,D6453F383701,CREDIT,NEFT,25480.25,Employer / Salary,Salary
59506668561,Rohan Johnson,1962-02-26,"342 MG Road, Mumbai, MH, 400001",PAN6422D,2023-10-19,09BB937CA8D3,DEBIT,POS,8686.11,Amazon,Shopping
69173296540,Rahul Patel,1954-07-01,"438 MG Road, Mumbai, MH, 400001",PAN8917C,2023-10-19,DFCDD09393B8,DEBIT,POS,14222.95,Amazon,Shopping
35483108722,John Singh,1961-10-28,"529 High St, Delhi, DL, 110001",PAN5734A,2023-10-20,7279EAD752E4,CREDIT,NEFT,13996.62,Employer / Salary,Salary
61589809483,Rahul Gupta,1952-04-05,"499 Main St, Delhi, DL, 110001",PAN8328E,2023-10-20,0F632A287999,DEBIT,POS,30.21,Amazon,Shopping
63592349141,Amit Patel,1969-05-14,"259 High St, Delhi, DL, 110001",PAN6402C,2023-10-20,B3787713A14D,DEBIT,POS,8544.22,Amazon,Shopping
59993877563,Anjali Taylor,1961-10-20,"798 Main St, Delhi, DL, 110001",PAN9661B,2023-10-20,4A2B62B99E9F,DEBIT,POS,10850.73,Amazon,Shopping
10757283255,Rahul Smith,1998-07-09,"289 MG Road, Delhi, DL, 110001",PAN8763C,2023-10-20,0FA34D695301,DEBIT,POS,14403.9,Amazon,Shopping
51928945157,Rohan Taylor,1995-02-16,"162 Park Ave, Mumbai, MH, 400001",PAN8925A,2023-10-20,3C00A1FE4BF2,CREDIT,NEFT,19653.83,Employer / Salary,Salary
51618949921,Michael Smith,1981-09-14,"989 MG Road, New York, NY, 10001",PAN4299A,2023-10-20,EF82326DF1F5,DEBIT,POS,1682.71,Amazon,Shopping
65923802905,Karan Kumar,1977-01-13,"52 Main St, Mumbai, MH, 400001",PAN7114B,2023-10-20,6E5E10A2C9FD,DEBIT,POS,11110.82,Amazon,Shopping
94284184355,Anjali Patel,1997-03-08,"542 High St, Delhi, DL, 110001",PAN7701B,2023-10-20,E0C807A7F884,DEBIT,POS,3572.72,Amazon,Shopping
78560339461,Neha Mehta,1961-12-16,"393 MG Road, Delhi, DL, 110001",PAN2009A,2023-10-20,6DD4969334FD,CREDIT,NEFT,28434.31,Employer / Salary,Salary
21858846381,Pooja Taylor,1967-02-13,"903 High St, New York, NY, 10001",PAN9349A,2023-10-20,50970B3D6EE4,CREDIT,NEFT,25059.86,Employer / Salary,Salary
50234132436,David Singh,1984-07-19,"561 MG Road, New York, NY, 10001",PAN2179A,2023-10-20,90D39AB600F8,CREDIT,NEFT,21810.18,Employer / Salary,Salary
93842987268,Karan Smith,1952-12-02,"318 Main St, New York, NY, 10001",PAN1776B,2023-10-20,6C464784F8A1,DEBIT,POS,9498.65,Amazon,Shopping
78820846537,David Johnson,1967-07-10,"64 Main St, Delhi, DL, 110001",PAN2024B,2023-10-20,D83F04FF8800,DEBIT,WIRE,235000.0,BINANCE HOLDINGS,Crypto Funding
20994992968,Pooja Taylor,1976-11-28,"103 High St, New York, NY, 10001",PAN9782C,2023-10-20,68CC17D62F6A,CREDIT,NEFT,15741.86,Employer / Salary,Salary
21215636661,Priya Gupta,1971-12-11,"507 Park Ave, Mumbai, MH, 400001",PAN7805D,2023-10-20,785B90DDB731,DEBIT,POS,11800.47,Amazon,Shopping
10915709191,Sneha Sharma,1984-08-25,"151 MG Road, New York, NY, 10001",PAN9120C,2023-10-20,50FD064CFE38,DEBIT,POS,2925.78,Amazon,Shopping
84547616074,John Mehta,1976-11-20,"149 High St, New York, NY, 10001",PAN1582D,2023-10-20,27CA9F8349C1,DEBIT,POS,12939.4,Amazon,Shopping
68892713352,John Singh,1977-08-11,"980 Main St, Mumbai, MH, 400001",PAN7057B,2023-10-20,02F6F741864F,DEBIT,POS,1209.87,Amazon,Shopping
75811844427,David Patel,1984-06-14,"695 Main St, Mumbai, MH, 400001",PAN3516A,2023-10-21,80CF179ECB0B,CREDIT,NEFT,17228.7,Employer / Salary,Salary
93831496319,Priya Singh,1994-08-04,"559 Main St, London, UK, EC1A 1BB",PAN6436C,2023-10-21,DEE85D85604A,DEBIT,POS,8003.45,Amazon,Shopping
38657767535,David Kumar,1986-10-10,"253 MG Road, Delhi, DL, 110001",PAN2032A,2023-10-21,22B63DF6BA4B,CREDIT,NEFT,32914.31,Employer / Salary,Salary
12216942157,Sneha Smith,1998-01-26,"535 Main St, Delhi, DL, 110001",PAN3127A,2023-10-21,2A4E09E22DDB,CREDIT,NEFT,11571.96,Employer / Salary,Salary
30143580171,Neha Gupta,1957-09-13,"759 Main St, Delhi, DL, 110001",PAN6997E,2023-10-21,B7D564507BB1,DEBIT,POS,6139.91,Amazon,Shopping
20994992968,Pooja Taylor,1976-11-28,"103 High St, New York, NY, 10001",PAN9782C,2023-10-21,F853D95CA827,DEBIT,POS,14085.03,Amazon,Shopping
45712503172,Emma Smith,1959-06-28,"846 Park Ave, Mumbai, MH, 400001",PAN8778D,2023-10-21,34DE8821EECF,CREDIT,NEFT,24454.16,Employer / Salary,Salary
76630989226,Rahul Johnson,1993-09-01,"744 Main St, Mumbai, MH, 400001",PAN9113C,2023-10-21,B3733F1C5572,CREDIT,NEFT,8651.7,Employer / Salary,Salary
33233889749,Sarah Taylor,1960-09-15,"294 Park Ave, Delhi, DL, 110001",PAN6247D,2023-10-21,DBE5D0F9B44F,CREDIT,NEFT,15376.02,Employer / Salary,Salary
70624341550,Rohan Verma,1969-05-17,"839 Park Ave, Delhi, DL, 110001",PAN3034D,2023-10-21,93460F6C972D,CREDIT,NEFT,10220.67,Employer / Salary,Salary
54281383264,David Gupta,1993-09-08,"364 Park Ave, New York, NY, 10001",PAN5423C,2023-10-21,BF6255BA4182,DEBIT,POS,12643.78,Amazon,Shopping
21215636661,Priya Gupta,1971-12-11,"507 Park Ave, Mumbai, MH, 400001",PAN7805D,2023-10-21,E7A5A4F7F404,DEBIT,POS,2091.85,Amazon,Shopping
78560339461,Neha Mehta,1961-12-16,"393 MG Road, Delhi, DL, 110001",PAN2009A,2023-10-21,4C9EA33046D1,CREDIT,NEFT,21420.88,Employer / Salary,Salary
50946235198,Vikram Verma,1978-02-20,"551 High St, Bangalore, KA, 560001",PAN3935A,2023-10-21,534A51B719C4,DEBIT,POS,5594.75,Amazon,Shopping
35447120237,Neha Doe,1965-07-20,"861 High St, London, UK, EC1A 1BB",PAN7836E,2023-10-21,530A708A8D1C,CREDIT,NEFT,22763.57,Employer / Salary,Salary
53686720781,Michael Verma,1957-09-28,"606 Main St, Delhi, DL, 110001",PAN7271E,2023-10-21,BAC3CC2957CC,CREDIT,NEFT,31927.79,Employer / Salary,Salary
89297439330,David Mehta,1965-09-23,"620 Main St, Mumbai, MH, 400001",PAN7508B,2023-10-21,D6282E57FFB8,DEBIT,POS,4204.79,Amazon,Shopping
39692996882,Karan Gupta,1976-06-08,"188 Park Ave, Bangalore, KA, 560001",PAN3965B,2023-10-21,1F52E458996B,CREDIT,NEFT,13232.63,Employer / Salary,Salary
30372053124,Karan Verma,1993-06-09,"843 Main St, London, UK, EC1A 1BB",PAN9418D,2023-10-21,D9916D6EA1E6,DEBIT,POS,7975.35,Amazon,Shopping
26046654712,Vikram Mehta,1979-01-12,"939 High St, Bangalore, KA, 560001",PAN7217D,2023-10-21,4E93F319349D,DEBIT,POS,13889.63,Amazon,Shopping
56847251402,Sneha Verma,1979-11-23,"441 Park Ave, Mumbai, MH, 400001",PAN1501B,2023-10-21,5CBF57412DDF,CREDIT,NEFT,3699.76,Employer / Salary,Salary
23760786709,Pooja Smith,1995-12-25,"308 Main St, New York, NY, 10001",PAN6248E,2023-10-21,6D976E67AA70,CREDIT,NEFT,4152.53,Employer / Salary,Salary
85792174432,Pooja Johnson,1984-10-21,"146 Main St, New York, NY, 10001",PAN4632D,2023-10-21,A52D038F329D,DEBIT,POS,12903.87,Amazon,Shopping
65923802905,Karan Kumar,1977-01-13,"52 Main St, Mumbai, MH, 400001",PAN7114B,2023-10-22,CBF886FFB2F8,CREDIT,NEFT,30285.86,Employer / Salary,Salary
72943537134,Rahul Patel,1998-08-07,"330 MG Road, Delhi, DL, 110001",PAN6497D,2023-10-22,03036345E323,DEBIT,POS,4297.86,Amazon,Shopping
67611548402,David Gupta,1994-01-26,"700 MG Road, London, UK, EC1A 1BB",PAN5908B,2023-10-22,28F7A8486968,DEBIT,POS,6919.44,Amazon,Shopping
42035385933,Rahul Doe,1971-03-01,"877 MG Road, Bangalore, KA, 560001",PAN4352A,2023-10-22,001E8AD5323D,DEBIT,POS,271.22,Amazon,Shopping
90572286434,Rahul Jain,1994-01-11,"563 High St, Bangalore, KA, 560001",PAN8506B,2023-10-22,7BD85F4FE435,CREDIT,NEFT,5678.6,Employer / Salary,Salary
30143580171,Neha Gupta,1957-09-13,"759 Main St, Delhi, DL, 110001",PAN6997E,2023-10-22,EBBA791DDC8E,CREDIT,NEFT,20099.85,Employer / Salary,Salary
15888736841,Rohan Gupta,1985-04-03,"186 MG Road, Delhi, DL, 110001",PAN9057E,2023-10-22,19D998D8739E,DEBIT,POS,2929.8,Amazon,Shopping
93401732918,Karan Taylor,1992-03-25,"153 Park Ave, New York, NY, 10001",PAN2492A,2023-10-22,5BB9F27B158C,CREDIT,NEFT,4327.88,Employer / Salary,Salary
23760786709,Pooja Smith,1995-12-25,"308 Main St, New York, NY, 10001",PAN6248E,2023-10-22,AE5919DCDFBF,CREDIT,NEFT,25225.82,Employer / Salary,Salary
23849431352,Sarah Taylor,1953-11-27,"464 High St, New York, NY, 10001",PAN7877B,2023-10-22,0C79616380C4,CREDIT,NEFT,29504.27,Employer / Salary,Salary
23077763372,Sneha Johnson,1967-04-10,"876 MG Road, Delhi, DL, 110001",PAN6792E,2023-10-22,EA998AD3BBC7,CREDIT,NEFT,12763.38,Employer / Salary,Salary
28959444719,Neha Brown,2000-02-09,"866 High St, Mumbai, MH, 400001",PAN7064A,2023-10-22,909F28E30095,DEBIT,POS,9103.19,Amazon,Shopping
